number,barcode,product_name,store_number,store_name,category1,category2,category3,category4,price1,price2,sale_num,ware_house_inventory,jd_inventory,total_inventory
1305040020041 ,4713737128164 ,Solone洛蔚琪·快速定妆慕丝眼线眼彩笔 #06灿酒红1.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线液笔,19.5,36.9,0,0,26,26
13020100401103 ,6957317609607 ,Front Cover·阿波罗雾面锁色唇釉060 1.2ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,19,39.9,0,4,128,132
1303010050012 ,6970379942406 ,HEXZE韩熙贞·轻奢光耀隔离霜淡紫色35g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,妆前,隔离霜,18.8,49.9,0,164,266,430
1303010050010 ,6970379943762 ,HEXZE韩熙贞·轻奢光耀隔离霜绿色35g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,妆前,隔离霜,18.8,49.9,0,62,27,89
1303010050011 ,6970379942390 ,HEXZE韩熙贞·轻奢光耀隔离霜肤色35g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,妆前,隔离霜,18.8,49.9,0,21,77,98
13010202461 ,4901696563175 ,露姬婷·芦荟水润洗面奶80G,100,广东快客电子商务有限公司,TC护肤,洁面,洁面乳,补水保湿,18.6,39.9,0,0,7,7
1303020020151 ,6927545998828 ,FOCALLURE菲鹿儿·丝滑渐变腮红（FA78-02） 11.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,18.25,46.9,0,163,1102,1265
1303020020153 ,6927545998842 ,FOCALLURE菲鹿儿·丝滑渐变腮红（FA78-04） 11.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,18.25,46.9,0,106,368,474
13030200201003 ,6927545981738 ,FOCALLURE菲鹿儿·丝滑渐变腮红（FA78-05） 11.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,18.25,46.9,0,10,25,35
1302010040101 ,6971555163646 ,ZEESEA滋色·轻雾感哑光唇釉508 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,18.08,65.9,0,8,83,91
1302010040102 ,6971555163653 ,ZEESEA滋色·轻雾感哑光唇釉509 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,18.08,65.9,0,208,508,716
1302010040102 ,6971555163653 ,ZEESEA滋色·轻雾感哑光唇釉509 5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,18.08,65.9,0,0,11,11
1302010040103 ,6971555163660 ,ZEESEA滋色·轻雾感哑光唇釉510 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,18.08,65.9,0,0,159,159
1302010040103 ,6971555163660 ,ZEESEA滋色·轻雾感哑光唇釉510 5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,18.08,65.9,0,0,28,28
1302010040093 ,6944364080084 ,ZENN·光感镜面唇釉Z603 3.1ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18.08,49.9,0,0,7,7
1302010040090 ,6944364080114 ,ZENN·光感镜面唇釉Z606 3.1ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18.08,49.9,0,1,6,7
1302010040152 ,6954496907746 ,CHIOTURE稚优泉·琉光之境水光唇釉G05 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,0,36,36
1302010040153 ,6954496907753 ,CHIOTURE稚优泉·琉光之境水光唇釉G11 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,36,148,184
1302010040154 ,6954496907760 ,CHIOTURE稚优泉·琉光之境水光唇釉G14 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,0,5,5
1302010040156 ,6954496907777 ,CHIOTURE稚优泉·琉光之境水光唇釉G99 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,0,34,34
1302010040147 ,6954496907692 ,CHIOTURE稚优泉·琉光之境水光唇釉S02 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,0,34,34
1302010040148 ,6954496907708 ,CHIOTURE稚优泉·琉光之境水光唇釉S03 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,44,27,71
1302010040149 ,6954496907715 ,CHIOTURE稚优泉·琉光之境水光唇釉S04 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,2,34,36
1302010040150 ,6954496907722 ,CHIOTURE稚优泉·琉光之境水光唇釉S05 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,14,28,42
1302010040151 ,6954496907739 ,CHIOTURE稚优泉·琉光之境水光唇釉S06 4g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,18,49.9,0,0,17,17
1302010040126 ,6954496908033 ,CHIOTURE稚优泉·绒情迷雾哑光唇釉616 1.8g,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,18,39.9,0,0,7,7
1302010040126 ,6954496908033 ,CHIOTURE稚优泉·绒情迷雾哑光唇釉616 1.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,18,39.9,0,13,35,48
1305050030131 ,6971053253856 ,Judydoll橘朵·三色巧克力拼盘眼影01 2.5g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,2-8色,18,39.9,0,1,20,21
1305050030129 ,6971053253870 ,Judydoll橘朵·三色巧克力拼盘眼影03 2.5g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,2-8色,18,39.9,0,1,20,21
1305050030128 ,6971053253887 ,Judydoll橘朵·三色巧克力拼盘眼影04 2.5g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,2-8色,18,39.9,0,0,20,20
1305050030127 ,6971053253894 ,Judydoll橘朵·三色巧克力拼盘眼影05 2.5g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,2-8色,18,39.9,0,7,11,18
1305050030142 ,6971053253900 ,Judydoll橘朵·三色巧克力拼盘眼影06 2.5g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,2-8色,18,39.9,0,1,20,21
1303010090001 ,6953710804533 ,MARIEBEAUTY玛丽佳人·水漾光感定妆喷雾 100ml,100,广东快客电子商务有限公司,TC彩妆,底妆,定妆,定妆喷雾,18,69.9,0,0,8,8
1302030010227 ,6944449243571 ,AIDOFEC爱得菲·丝绒柔雾盈润口红01元气少女橘 3.5g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,17.87,59.9,0,0,40,40
1302030010228 ,6944449243588 ,AIDOFEC爱得菲·丝绒柔雾盈润口红02经典正宫红 3.5g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,17.87,59.9,0,0,40,40
1302030010229 ,6944449243595 ,AIDOFEC爱得菲·丝绒柔雾盈润口红03铁锈枫叶红 3.5g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,17.87,59.9,0,0,40,40
1302030010230 ,6944449243601 ,AIDOFEC爱得菲·丝绒柔雾盈润口红04复古红梨 3.5g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,17.87,59.9,0,0,40,40
1302030010231 ,6944449243618 ,AIDOFEC爱得菲·丝绒柔雾盈润口红05熟柿子红 3.5g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,17.87,59.9,0,1,40,41
1302030010232 ,6944449243625 ,AIDOFEC爱得菲·丝绒柔雾盈润口红06烂番茄色 3.5g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,17.87,59.9,0,0,40,40
1302030010233 ,6944449243847 ,AIDOFEC爱得菲·丝绒柔雾盈润口红07干玫瑰豆沙 3.5g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,17.87,59.9,0,0,40,40
1302030010234 ,6944449243861 ,AIDOFEC爱得菲·丝绒柔雾盈润口红08牛血酒红 3.5g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,17.87,59.9,0,0,40,40
13020200821 ,6923149011048 ,JEMESKIN·水感无瑕滴管粉底霜2#色40ML,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,17.8,39.9,0,49,0,49
1302010050006 ,4897077765651 ,KQTQK库库韩社·高清无痕芮姿隔离霜02色40ML,100,广东快客电子商务有限公司,TC彩妆,底妆,妆前,隔离霜,17.8,49.9,0,6,0,6
1302090020002 ,6937803912855 ,DongDong咚咚·酷感双眸眼线水笔硬笔1ML,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线液笔,17.5,39.9,0,0,60,60
1305050030071 ,6923149027926 ,MARIEBEAUTY玛丽佳人·光影雕刻九色眼影01暖咖啡 10g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,17.5,39.9,0,0,12,12
1305050030071 ,6923149027926 ,MARIEBEAUTY玛丽佳人·光影雕刻九色眼影01暖咖啡 10g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,9-16色,17.5,39.9,0,2,8,10
1305050030072 ,6923149027933 ,MARIEBEAUTY玛丽佳人·光影雕刻九色眼影02星空 10g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,17.5,39.9,0,0,13,13
1305050030073 ,6923149027940 ,MARIEBEAUTY玛丽佳人·光影雕刻九色眼影03干玫瑰 10g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,9-16色,17.5,39.9,0,917,566,1483
1305050030073 ,6923149027940 ,MARIEBEAUTY玛丽佳人·光影雕刻九色眼影03干玫瑰 10g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,17.5,39.9,0,0,5,5
1305050030074 ,6923149027957 ,MARIEBEAUTY玛丽佳人·光影雕刻九色眼影04秋叶 10g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,9-16色,17.5,39.9,0,357,69,426
1305050030074 ,6923149027957 ,MARIEBEAUTY玛丽佳人·光影雕刻九色眼影04秋叶 10g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,17.5,39.9,0,0,26,26
1305040020052 ,6953710804267 ,dongdong咚咚·酷感双眸眼线水笔硬笔 1ml,100,广东快客电子商务有限公司,TC彩妆,眼部,眼线,眼线液笔,17.5,39.9,0,0,5,5
1305040020052 ,6953710804267 ,dongdong咚咚·酷感双眸眼线水笔硬笔 1ml,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线液笔,17.5,39.9,0,499,9,508
13020200521 ,6949549400022 ,iFiona菲奥娜·水漾CC霜40G,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,CC霜,17.36,39.9,0,119,145,264
1303020030015 ,6970379945339 ,HEXZE韩熙贞·立体光感修容盘01 12g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,阴影,阴影粉,17.2,49.9,0,287,378,665
1303020010025 ,6970930211712 ,Cata.Q86·光雕立体高光液H01萤火虫 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,高光,液体高光,17.15,39.9,0,0,9,9
1305020010073 ,6954496905926 ,CHIOTURE稚优泉·随芯所绘自动眉笔02温暖奶棕,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,三角眉笔,17,39.9,0,0,23,23
1305050030188 ,6970370707530 ,MARIEBEAUTY玛丽佳人·四色晶钻眼影盘 02#浆果珊瑚 4.8g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,2-8色,17,49.9,0,0,9,9
1305050030190 ,6970370707554 ,MARIEBEAUTY玛丽佳人·四色晶钻眼影盘 04#复古油画 4.8g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,2-8色,17,49.9,0,6,0,6
1305020010014 ,6937962070656 ,SIVANNA COLORS思薇娜·精细造型眉笔1号色0.1G,100,广东快客电子商务有限公司,TC彩妆,眼部,眉笔,极细眉笔,17,49.9,0,0,10,10
1305020010015 ,6937962070663 ,SIVANNA COLORS思薇娜·精细造型眉笔2号色0.1G,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,极细眉笔,17,49.9,0,73,696,769
1305020010015 ,6937962070663 ,SIVANNA COLORS思薇娜·精细造型眉笔2号色0.1G,100,广东快客电子商务有限公司,TC彩妆,眼部,眉笔,极细眉笔,17,49.9,0,0,6,6
1305050010029 ,6944364080183 ,ZENN·丝滑弹性单色眼影膏Z501 2.7g,100,广东快客电子商务有限公司,TC彩妆,眼影,单色眼影,单色眼影,16.95,49.9,0,1,42,43
1305050010028 ,6944364080190 ,ZENN·丝滑弹性单色眼影膏Z502 2.7g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,16.95,49.9,0,24,16,40
1305050010027 ,6944364080206 ,ZENN·丝滑弹性单色眼影膏Z503 2.7g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,16.95,49.9,0,327,32,359
1305050010026 ,6944364080213 ,ZENN·丝滑弹性单色眼影膏Z504 2.7g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,16.95,49.9,0,1,17,18
1305050010025 ,6944364080220 ,ZENN·丝滑弹性单色眼影膏Z505 2.7g,100,广东快客电子商务有限公司,TC彩妆,眼影,单色眼影,单色眼影,16.95,49.9,0,0,10,10
1305050010025 ,6944364080220 ,ZENN·丝滑弹性单色眼影膏Z505 2.7g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,16.95,49.9,0,0,7,7
1303020020057 ,6944364080053 ,ZENN·丝滑弹性腮红膏Z303 5.5g,100,广东快客电子商务有限公司,TC彩妆,局部,腮红,腮红膏,16.95,49.9,0,3,20,23
1303020020055 ,6944364080886 ,ZENN·柔雾单色腮红粉Z306 5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,16.95,45.9,0,0,8,8
1303020020045 ,6923149029951 ,DongDong咚咚·云雾单色腮红03浆果玫瑰  4.5g,100,广东快客电子商务有限公司,TC彩妆,局部,腮红,腮红粉,16,39.9,0,0,6,6
1303020020046 ,6923149029968 ,DongDong咚咚·云雾单色腮红04肉桂奶茶  4.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,16,39.9,0,93,646,739
1303010070019 ,6923149029975 ,DongDong咚咚·空气柔光散粉01透明色 9g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,定妆,散粉,16,39.9,0,0,162,162
1303010070020 ,6923149029982 ,DongDong咚咚·空气柔光散粉02柔粉色 9g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,定妆,散粉,16,39.9,0,0,166,166
1303010070022 ,6923149030001 ,DongDong咚咚·空气柔光散粉04自然色 9g,100,广东快客电子商务有限公司,TC彩妆,底妆,定妆,散粉,16,39.9,0,0,8,8
1303010070022 ,6923149030001 ,DongDong咚咚·空气柔光散粉04自然色 9g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,定妆,散粉,16,39.9,0,0,92,92
1305010040001 ,6923149027612 ,KQTQK库库韩社·睫毛弯弯双头睫毛膏4G+7G,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,睫毛,组合睫毛膏,15.8,39.9,0,269,44,313
1303010030037 ,6944449216612 ,AIDOFEC爱得菲·控油遮瑕亲肤粉饼01象牙白 9g,100,广东快客电子商务有限公司,TC彩妆,底妆,定妆,粉饼,15.78,49.9,0,0,77,77
1303010030036 ,6944449216629 ,AIDOFEC爱得菲·控油遮瑕亲肤粉饼02自然肤 9g,100,广东快客电子商务有限公司,TC彩妆,底妆,定妆,粉饼,15.78,49.9,0,0,76,76
1303020020016 ,6971538073283 ,Wet n Wild·幻彩元素腮红-一醉方休5.85G,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,15.6,39.9,0,377,169,546
1303020020017 ,6971538073276 ,Wet n Wild·幻彩元素腮红-杏桃美味5.85G,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,15.6,39.9,0,801,236,1037
1305020010005 ,6958136600912 ,VOV薇欧薇·丝滑防水眉笔21深棕色0.26G,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,三角眉笔,15.5,39.9,0,135,22,157
1303020040041 ,6944364081111 ,ZENN·丝滑雾面遮瑕膏1# 15g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,遮瑕,遮瑕膏,15.5,39.9,0,988,175,1163
1302090020004 ,6953710803611 ,玛丽佳人·速描易画眼线水笔-经典酷黑1ML,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线液笔,15.5,49.9,0,112,21,133
1305020010009 ,8809485973364 ,UNNY悠宜·双头自动旋转眉笔椭圆型1号色0.35G,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,扁头眉笔,15.18,49.9,0,20,4,24
1305020010010 ,8809485973371 ,UNNY悠宜·双头自动旋转眉笔椭圆型2号色0.35G,100,广东快客电子商务有限公司,TC彩妆,眼部,眉笔,扁头眉笔,15.18,49.9,0,0,14,14
1305020010010 ,8809485973371 ,UNNY悠宜·双头自动旋转眉笔椭圆型2号色0.35G,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,扁头眉笔,15.18,49.9,0,17,11,28
1305020010077 ,8809485973388 ,UNNY悠宜·双头自动旋转眉笔椭圆型3号色0.35g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,扁头眉笔,15.18,49.9,0,104,33,137
1305020010077 ,8809485973388 ,UNNY悠宜·双头自动旋转眉笔椭圆型3号色0.35g,100,广东快客电子商务有限公司,TC彩妆,眼部,眉笔,扁头眉笔,15.18,49.9,0,0,35,35
1305020010114 ,6972238110414 ,CAREMILLE珂曼·随心画精细双头眉笔01浅棕色 0.08g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,极细眉笔,15,39.9,0,3,48,51
1305020010116 ,6972238110438 ,CAREMILLE珂曼·随心画精细双头眉笔03自然灰 0.08g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,极细眉笔,15,39.9,0,9,23,32
1302010040133 ,6954496904349 ,CHIOTURE稚优泉·天空之镜水光唇釉G05 4.3g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,15,39.9,0,4,8,12
1302010040143 ,6954496906244 ,CHIOTURE稚优泉·天空之镜水光唇釉G15 4.3g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,15,39.9,0,0,9,9
1303010090004 ,6954496907883 ,CHIOTURE稚优泉·定妆喷雾控油款#02 65ml,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,定妆,定妆喷雾,15,49.9,0,34,28,62
1303020030040 ,6971053259667 ,Judydoll橘朵·随心组合修容#02 2.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,阴影,阴影粉,15,35.9,0,7,0,7
1303020010017 ,6971053259223 ,Judydoll橘朵·随心组合立体高光粉#01 3g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,高光,高光粉,15,35.9,0,9,0,9
1303020010017 ,6971053259223 ,Judydoll橘朵·随心组合立体高光粉#01 3g,100,广东快客电子商务有限公司,TC彩妆,局部,高光,高光粉,15,35.9,0,1,37,38
1303020010018 ,6971053259230 ,Judydoll橘朵·随心组合立体高光粉#02 3g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,高光,高光粉,15,35.9,0,7,0,7
1305040020016 ,6953710803901 ,MARIEBEAUTY玛丽佳人·精准速绘眼线笔 1ml,100,广东快客电子商务有限公司,TC彩妆,眼部,眼线,眼线液笔,15,29.9,0,0,32,32
1305040020016 ,6953710803901 ,MARIEBEAUTY玛丽佳人·精准速绘眼线笔 1ml,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线液笔,15,29.9,0,0,11,11
14010400071 ,4987036433513 ,近江蔓莎·水分蜜桃润唇膏5.2G,100,广东快客电子商务有限公司,TC护肤,唇部护理,润唇,润唇膏,14.85,29.9,0,0,47,47
1302010040615 ,6970379947340 ,HEXZE韩熙贞·尤雾玩家哑光唇釉 M901 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,14.8,39.9,0,49,359,408
1302010040614 ,6970379947357 ,HEXZE韩熙贞·尤雾玩家哑光唇釉 M902 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,14.8,39.9,0,40,345,385
1302010040613 ,6970379947364 ,HEXZE韩熙贞·尤雾玩家哑光唇釉 M903 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,14.8,39.9,0,82,371,453
1302010040612 ,6970379947371 ,HEXZE韩熙贞·尤雾玩家哑光唇釉 M905 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,14.8,39.9,0,50,356,406
1302010040611 ,6970379947388 ,HEXZE韩熙贞·尤雾玩家哑光唇釉 M906 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,14.8,39.9,0,24,338,362
1303020020022 ,6923149025212 ,KQTQK库库韩社·彩虹糖芯渐变腮红1#15G,100,广东快客电子商务有限公司,TC彩妆,局部,腮红,腮红粉,14.8,39.9,0,0,60,60
1303020020022 ,6923149025212 ,KQTQK库库韩社·彩虹糖芯渐变腮红1#15G,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,14.8,39.9,0,911,445,1356
1303020020023 ,6923149025229 ,KQTQK库库韩社·彩虹糖芯渐变腮红2#15G,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,14.8,39.9,0,910,337,1247
1303020020023 ,6923149025229 ,KQTQK库库韩社·彩虹糖芯渐变腮红2#15G,100,广东快客电子商务有限公司,TC彩妆,局部,腮红,腮红粉,14.8,39.9,0,0,60,60
1303020020024 ,6923149025236 ,KQTQK库库韩社·彩虹糖芯渐变腮红3#15G,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,14.8,39.9,0,963,128,1091
1305050030025 ,6923149027629 ,KQTQK库库韩社·星光少女八色眼影1# 12g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,14.8,39.9,0,0,20,20
1305050030025 ,6923149027629 ,KQTQK库库韩社·星光少女八色眼影1# 12g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,9-16色,14.8,39.9,0,61,373,434
1305050030026 ,6923149027636 ,KQTQK库库韩社·星光少女八色眼影2# 12g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,9-16色,14.8,39.9,0,0,62,62
1305050030026 ,6923149027636 ,KQTQK库库韩社·星光少女八色眼影2# 12g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,14.8,39.9,0,0,40,40
1305050030150 ,6923149031015 ,KQTQK库库韩社·星光少女八色眼影4# 12g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,14.8,39.9,0,0,64,64
1305050030151 ,6923149031022 ,KQTQK库库韩社·星光少女八色眼影5# 12g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,14.8,39.9,0,0,64,64
1305020010029 ,6923149027582 ,KQTQK库库韩社·浆果可可水性眉笔2#4G,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,三角眉笔,14.8,29.9,0,0,28,28
1302030010143 ,6944364080282 ,ZENN·雾感哑光口红Z906 3.8g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,哑光口红,14.69,49.9,0,0,19,19
1301060030001 ,8809382882202 ,活力年华·蒸汽眼罩4片盒,116,深圳市盟客供应链科技有限公司,TC护肤,眼部护理,眼罩,眼罩,14.61,29.9,0,197,388,585
1305050010109 ,6971419431508 ,SO COOL SO ME · 电光派对混搭眼影  14# EM-14 无人之地 2.6g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,14.5,29.9,0,5,0,5
1305050010228 ,6971419433465 ,SO COOL SO ME · 电光派对混搭眼影 1# EM-01 友谊 2.3g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,14.5,29.9,0,0,959,959
1305050010114 ,6971419431669 ,SO COOL SO ME · 电光派对混搭眼影 30#  EG-23 柏林 2.6g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,14.5,29.9,0,32,1317,1349
1305050010117 ,6971419431720 ,SO COOL SO ME · 电光派对混搭眼影 36#   EG-26 独舞2.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,14.5,29.9,0,0,8,8
1305050010105 ,6971419431409 ,SO COOL SO ME · 电光派对混搭眼影 4# EM-04 无名邀请 2.6g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,14.5,29.9,0,0,108,108
13050500101035 ,6971419431850 ,SO COOL SO ME·电光派对混搭眼影 EG-17 说做就做 2.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,14.5,29.9,0,0,236,236
13050500101033 ,6971419431652 ,SO COOL SO ME·电光派对混搭眼影 EM-27 独生子女 2.6g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,单色眼影,单色眼影,14.5,29.9,0,0,250,250
1302030010044 ,6970419170714 ,iFiona菲奥娜·巴黎之吻钻石口红C01 3.8G,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,哑光口红,14.47,39.9,0,0,14,14
1302030010045 ,6970419170745 ,iFiona菲奥娜·巴黎之吻钻石口红C04 3.8G,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,哑光口红,14.47,39.9,0,0,12,12
1302030010046 ,6970419170752 ,iFiona菲奥娜·巴黎之吻钻石口红C05 3.8G,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,哑光口红,14.47,39.9,0,0,14,14
1302030010047 ,6970419170769 ,iFiona菲奥娜·巴黎之吻钻石口红C06 3.8G,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,哑光口红,14.47,39.9,0,0,11,11
1302010040610 ,6970379947395 ,HEXZE韩熙贞·半熟期待水光唇釉H61 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,14.2,39.9,0,0,1462,1462
1302010040609 ,6970379947401 ,HEXZE韩熙贞·半熟期待水光唇釉H62 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,14.2,39.9,0,1,824,825
1302010040608 ,6970379947418 ,HEXZE韩熙贞·半熟期待水光唇釉H63 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,14.2,39.9,0,0,968,968
1302010040618 ,6970379947111 ,HEXZE韩熙贞·纯臻丝绒哑光唇釉 #M71 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,14.2,39.9,0,24,49,73
