number,barcode,product_name,store_number,store_name,category1,category2,category3,category4,price1,price2,sale_num,ware_house_inventory,jd_inventory,total_inventory
1303020030029 ,6935778564710 ,CATKIN卡婷·西江月修容盘C02浮光跃金 12g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,阴影,阴影粉,27.25,69.9,0,20,9,29
1303020030028 ,6935778564727 ,CATKIN卡婷·西江月修容盘C03静影沉璧 12g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,阴影,阴影粉,27.25,69.9,0,77,37,114
2106040010036 ,6955823801164 ,HVHA-san涵雅感控·消毒液100ml,100,广东快客电子商务有限公司,TC美妆工具,清洁用品,湿纸巾,功能性湿巾,27,49.9,0,0,10,10
2302010040001 ,8809324920399 ,OLIVE YOUNG欧利芙洋·痘痘粘贴膜84贴,100,广东快客电子商务有限公司,TC护肤,功能护肤,祛痘,祛痘贴,27,49.9,0,0,5,5
2302010040001 ,8809324920399 ,OLIVE YOUNG欧利芙洋·痘痘粘贴膜84贴,116,深圳市盟客供应链科技有限公司,TC护肤,功能护肤,祛痘,祛痘贴,27,49.9,0,1795,1391,3186
1302010040013 ,8809485972084 ,UNNY悠宜·炫彩唇釉9ML-T01,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,0,48,48
1302010040013 ,8809485972084 ,UNNY悠宜·炫彩唇釉9ML-T01,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,8,9,17
1302010040011 ,8809485972107 ,UNNY悠宜·炫彩唇釉9ML-T03,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,4,18,22
1302010040011 ,8809485972107 ,UNNY悠宜·炫彩唇釉9ML-T03,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,0,17,17
1302010040010 ,8809485972091 ,UNNY悠宜·炫彩唇釉T02 9ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,78,41,119
1302010040010 ,8809485972091 ,UNNY悠宜·炫彩唇釉T02 9ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,0,10,10
1302010040184 ,8809485972138 ,UNNY悠宜·炫彩唇釉T06 9ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,0,6,6
1302010040012 ,8809485972145 ,UNNY悠宜·炫彩唇釉T07 9ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,0,28,28
1302010040012 ,8809485972145 ,UNNY悠宜·炫彩唇釉T07 9ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,251,126,377
1302010040187 ,8809485973470 ,UNNY悠宜·炫彩唇釉T10 9ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,0,12,12
1302010040187 ,8809485973470 ,UNNY悠宜·炫彩唇釉T10 9ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,26.95,69.9,0,0,7,7
13020500231 ,6947054900976 ,娥佩兰·持久眉笔1#(烟灰色)1.2G,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,极细眉笔,26.95,49.9,0,0,359,359
13020500241 ,6947054900983 ,娥佩兰·持久眉笔2#(深棕色)1.2G,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,极细眉笔,26.95,49.9,0,0,64,64
1302010040247 ,8809485971940 ,UNNY悠宜·柔润吻感唇釉 M05 5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,26.65,69.9,0,5,0,5
1302010040248 ,8809485975474 ,UNNY悠宜·柔润吻感唇釉 M06 5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,26.65,69.9,0,0,193,193
1302010040249 ,8809485975504 ,UNNY悠宜·柔润吻感唇釉 M07 5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,26.65,69.9,0,47,151,198
13020100192 ,8809297214266 ,too cool for school涂酷·牛奶染唇膏#1 9g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,染唇液,26.4,49.9,0,134,0,134
13020100194 ,8809297215768 ,too cool for school涂酷·牛奶染唇膏#3 9g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,染唇液,26.4,49.9,0,5,0,5
1303020020065 ,6954496906145 ,CHIOTURE稚优泉·樱花之恋三色腮红01 7.5g,100,广东快客电子商务有限公司,TC彩妆,局部,腮红,腮红粉,26,49.9,0,0,21,21
1303020020066 ,6954496906152 ,CHIOTURE稚优泉·樱花之恋三色腮红02 7.5g,100,广东快客电子商务有限公司,TC彩妆,局部,腮红,腮红粉,26,49.9,0,0,53,53
13020100401004 ,6971555168306 ,ZEESEA滋色·轻雾感水唇釉401（南瓜茶 ） 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,25.6,85.9,0,163,451,614
13020100401005 ,6971555168313 ,ZEESEA滋色·轻雾感水唇釉402（栗子红棕 ） 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,25.6,85.9,0,42,286,328
13020100401006 ,6971555168320 ,ZEESEA滋色·轻雾感水唇釉403（血浆红 ） 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,25.6,85.9,0,238,282,520
13020100401007 ,6971555168337 ,ZEESEA滋色·轻雾感水唇釉404（山楂色 ） 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,25.6,85.9,0,37,216,253
13020100401008 ,6971555168344 ,ZEESEA滋色·轻雾感水唇釉405（炼瓦色 ） 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,25.6,85.9,0,150,262,412
13020100401009 ,6971555168351 ,ZEESEA滋色·轻雾感水唇釉406（蜜桃豆沙 ） 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,25.6,85.9,0,187,222,409
13020100401010 ,6971555168368 ,ZEESEA滋色·轻雾感水唇釉407（蔓越莓酱 ） 5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,25.6,85.9,0,171,261,432
1302010040180 ,6971053251852 ,Judydoll橘朵·臻彩丝绒哑光唇釉#41 2.5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,25.5,49.9,0,0,5,5
1302010040179 ,6971053251876 ,Judydoll橘朵·臻彩丝绒哑光唇釉#43 2.5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,25.5,49.9,0,0,7,7
1302010040178 ,6971053258165 ,Judydoll橘朵·臻彩丝绒哑光唇釉#64 2.5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,25.5,49.9,0,1,19,20
1302010040168 ,6971053259728 ,Judydoll橘朵·臻彩丝绒哑光唇釉#68 2.5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,25.5,49.9,0,0,8,8
1302010040177 ,6971053256260 ,Judydoll橘朵·臻彩丝绒哑光唇釉#69 2.5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,25.5,49.9,0,0,6,6
1302010040169 ,6971053256277 ,Judydoll橘朵·臻彩丝绒哑光唇釉#70 2.5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,25.5,49.9,0,0,7,7
1302010040175 ,6971053256291 ,Judydoll橘朵·臻彩丝绒哑光唇釉#72 2.5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,25.5,49.9,0,1,9,10
1302010040174 ,6971053256307 ,Judydoll橘朵·臻彩丝绒哑光唇釉#73 2.5ml,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,25.5,49.9,0,0,5,5
1305050030090 ,6944364080176 ,ZENN·双色眼影粉Z206 4.6g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,2-8色,25.5,59.9,0,0,79,79
1303020030034 ,6954496905513 ,CHIOTURE稚优泉·双色高光修容盘01 3.3g+3.6g,100,广东快客电子商务有限公司,TC彩妆,局部,阴影,阴影粉,25,59.9,0,0,26,26
1302010050011 ,8806164146439 ,TheSaem得鲜·清清甜蜜干爽染唇液04号8G,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,染唇液,25,59.9,0,0,7,7
13030100401005 ,6927545982926 ,FOCALLURE菲鹿儿·柔光粉底液（FA95-03） 35g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,24.97,59.9,0,10,0,10
13030100401004 ,6927545982933 ,FOCALLURE菲鹿儿·柔光粉底液（FA95-04） 35g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,24.97,59.9,0,105,10,115
1302030010141 ,6944364080305 ,ZENN·雾感哑光口红Z908 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,24.83,49.9,0,5,0,5
1303010060034 ,6970466804068 ,MOOKOO美空·太空少女金属气垫BB霜,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,气垫,24.75,79.9,0,0,20,20
1303010040053 ,6917591874856 ,MOOKOO美空·精灵幻采粉底液,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,24.75,79.9,0,37,69,106
1303010040054 ,6917591874863 ,MOOKOO美空·精灵幻采粉底液,100,广东快客电子商务有限公司,TC彩妆,底妆,粉底,粉底液,24.75,79.9,0,0,7,7
1303010040054 ,6917591874863 ,MOOKOO美空·精灵幻采粉底液,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,24.75,79.9,0,10,23,33
1303020020102 ,6970466803504 ,efu·桃色渐变腮红#01桃气粉 6.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,24.75,79.9,0,182,40,222
1303020020103 ,6970466803511 ,efu·桃色渐变腮红#02桃气橘 6.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,24.75,79.9,0,196,38,234
1302010040236 ,6971419430785 ,SO COOL SO ME · 出街不会输的唇釉 11# GH-02闹市 2.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,24.5,49.9,0,50,19,69
1302010040232 ,6971419430693 ,SO COOL SO ME · 出街不会输的唇釉 2#  GL-02 小恶魔 2.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,24.5,49.9,0,0,22,22
1302010040233 ,6971419430709 ,SO COOL SO ME · 出街不会输的唇釉 3#  GL-03 野心家 2.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,24.5,49.9,0,13,0,13
1302010040234 ,6971419430716 ,SO COOL SO ME · 出街不会输的唇釉 4#  GL-04 布鲁克林 2.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,24.5,49.9,0,5,12,17
13020100401013 ,6971419430730 ,SO COOL SO ME·出街不会输的唇釉 GL-06 星火2.5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,24.5,49.9,0,0,138,138
13020100401012 ,6971419430877 ,SO COOL SO ME·出街不会输的唇釉 GL-11自由 2.5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,24.5,49.9,0,0,161,161
13020100401014 ,6971419430891 ,SO COOL SO ME·出街不会输的唇釉 GL-12萤火虫 2.5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,24.5,49.9,0,0,181,181
13020100401011 ,6971419430914 ,SO COOL SO ME·出街不会输的唇釉 GL-14 嘶唱 2.5ml,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,亮面唇釉,24.5,49.9,0,0,182,182
1305020030042 ,6970955650268 ,Solone洛蔚琪·弹力塑形眉彩盒 01亚麻可可4.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉粉,单色眉粉,24.5,46.9,0,0,15,15
1303010040049 ,6971053256444 ,Judydoll橘朵·立体光影双色修容粉饼#01 9g,100,广东快客电子商务有限公司,TC彩妆,局部,阴影,阴影粉,24,39.9,0,0,5,5
1305020010098 ,8809387474990 ,Pramy柏瑞美·韩式免削眉笔1# 0.2g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,三角眉笔,24,49.9,0,221,0,221
1302050040002 ,8809387475010 ,Pramy柏瑞美·韩式免削眉笔3# 0.2g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,三角眉笔,24,49.9,0,111,0,111
1305020010101 ,8809387475027 ,Pramy柏瑞美·韩式免削眉笔4# 0.2g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,三角眉笔,24,49.9,0,231,90,321
1302030010318 ,6971555167927 ,ZEESEA滋色·雾感丝绒唇膏916#,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,23.9,79.9,0,11,71,82
1305050020022 ,8806190716057 ,I'M MEME· 我爱珠光眼影棒 002 蜜桃沙滩,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,眼影笔,眼影笔,23.73,49.9,0,50,0,50
1302030010071 ,6971538077311 ,Wet n wild·花瓣质感轻哑光唇膏烈焰情人P773A  2.1g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,哑光口红,23.6,49.9,0,0,9,9
1305040020008 ,6956050401646 ,Luckytrendy·大眼睛眼线液笔TN18312 0.55ML,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线液笔,23.52,49.9,0,0,64,64
1305040020008 ,6956050401646 ,Luckytrendy·大眼睛眼线液笔TN18312 0.55ML,100,广东快客电子商务有限公司,TC彩妆,眼部,眼线,眼线液笔,23.52,49.9,0,0,13,13
1303010030028 ,6971555166692 ,ZEESEA滋色·立体高光粉饼01 6g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,高光,高光粉,23.45,46.9,0,0,27,27
1303010030027 ,6971555166425 ,ZEESEA滋色·立体高光粉饼02 6g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,高光,高光粉,23.45,46.9,0,0,8,8
13030200201013 ,8809485976068 ,UNNY悠宜·焦点倾慕腮红01 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,23.1,59.9,0,50,244,294
13030200201015 ,8809485976082 ,UNNY悠宜·焦点倾慕腮红03 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,23.1,59.9,0,81,527,608
13030200201016 ,8809485976099 ,UNNY悠宜·焦点倾慕腮红04 3.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,23.1,59.9,0,102,292,394
13010201681 ,4955814133795 ,NarisUP娜丽丝·维他命C亮颜柔肤化妆水360ML,100,广东快客电子商务有限公司,TC护肤,化妆水,功能性化妆水,功能性化妆水,23,39.9,0,0,17,17
13010201651 ,4955814131814 ,NarisUP娜丽丝·胶原蛋白美颜紧致化妆水360ML,100,广东快客电子商务有限公司,TC护肤,化妆水,补水保湿化妆水,补水保湿化妆水,23,39.9,0,0,20,20
1302010040014 ,8809485971902 ,UNNY悠宜·柔润吻感唇釉M01 5g,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,22.88,59.9,0,0,9,9
1302010040014 ,8809485971902 ,UNNY悠宜·柔润吻感唇釉M01 5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,22.88,59.9,0,67,26,93
1302010040015 ,8809485971926 ,UNNY悠宜·柔润吻感唇釉M03 5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,22.88,59.9,0,75,26,101
1302010040015 ,8809485971926 ,UNNY悠宜·柔润吻感唇釉M03 5g,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,22.88,59.9,0,0,9,9
1302010040016 ,8809485971933 ,UNNY悠宜·柔润吻感唇釉M04 5g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,22.88,59.9,0,78,26,104
1302010040016 ,8809485971933 ,UNNY悠宜·柔润吻感唇釉M04 5g,100,广东快客电子商务有限公司,TC彩妆,唇部,唇釉,哑光唇釉,22.88,59.9,0,0,7,7
1305050030048 ,6970379946237 ,HEXZE韩熙贞·星光魅影12色眼影盘01 12g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,9-16色,22.6,59.9,0,117,1251,1368
1305050030048 ,6970379946237 ,HEXZE韩熙贞·星光魅影12色眼影盘01 12g,100,广东快客电子商务有限公司,TC彩妆,眼影,多色眼影,9-16色,22.6,59.9,0,0,8,8
13030200201008 ,6971555166517 ,ZEESEA滋色·轻彩柔纱单色腮红 02# 5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,22.6,65.9,0,708,351,1059
13030200201009 ,6971555166524 ,ZEESEA滋色·轻彩柔纱单色腮红 03# 4.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,22.6,65.9,0,496,199,695
13030200201010 ,6971555166531 ,ZEESEA滋色·轻彩柔纱单色腮红 04# 4.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,腮红,腮红粉,22.6,65.9,0,147,475,622
13030100401055 ,6971550272831 ,透蜜·轻薄持妆粉底液 哑光中性亮肤2CO 40ml,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,92,552,644
13030100401053 ,6971550272404 ,透蜜·轻薄持妆粉底液 哑光亮肤色Y02 40ml,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,0,420,420
13030100401099 ,6971550277430 ,透蜜·轻薄持妆粉底液 哑光自然色P01 40g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,129,218,347
13030100401052 ,6971550272398 ,透蜜·轻薄持妆粉底液 哑光自然色Y01 40ml,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,0,28,28
13030100401100 ,6971550277454 ,透蜜·轻薄持妆粉底液 哑光象牙色P03 40g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,126,219,345
13030100401056 ,6971550272848 ,透蜜·轻薄持妆粉底液 水润中性自然1WO 40ml,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,0,189,189
13030100401097 ,6971550277416 ,透蜜·轻薄持妆粉底液 水润亮肤色M02 40g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,116,219,335
13030100401086 ,6971550277409 ,透蜜·轻薄持妆粉底液 水润自然色M01 40g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,0,251,251
13030100401098 ,6971550277423 ,透蜜·轻薄持妆粉底液 水润象牙色M03 40g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.6,75.9,0,127,213,340
1303010040009 ,6923149027476 ,KQTQK库库韩社·轻雾柔感气垫粉底1#13G,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.3,49.9,0,16,0,16
1303010040010 ,6923149027483 ,KQTQK库库韩社·轻雾柔感气垫粉底2#13G,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,粉底液,22.3,49.9,0,71,128,199
13030400101001 ,6934713001969 ,FOCALLURE菲鹿儿·放肆玩乐定妆喷雾（FA-96） 100ml,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,定妆,定妆喷雾,22.09,59.9,0,0,7,7
1302010040536 ,6954496910166 ,CHIOTURE稚优泉·无惧幻想绒雾唇釉2021 2.1g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,唇釉,哑光唇釉,22,55.9,0,229,66,295
1303010030031 ,6954496907081 ,CHIOTURE稚优泉·漫步云端柔肤蜜粉饼02 8g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,定妆,粉饼,22,59.9,0,18,9,27
1302030010025 ,6970298005145 ,SIVANNA COLORS思薇娜·哑光吻我口红9号色4G,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,21.6,49.9,0,0,13,13
13030100601001 ,6927766065378 ,Cathy Doll凯婷娃娃·CC气垫棒#01浅肤色9g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,气垫,20.97,49.9,0,1,15,16
13030100601002 ,6927766065392 ,Cathy Doll凯婷娃娃·CC气垫棒#03自然色9g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,气垫,20.97,49.9,0,1,15,16
13030100801001 ,6927766039164 ,Cathy Doll凯婷娃娃·水凝无瑕修颜霜#21浅肤色50ml,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,粉底,素颜霜,20.97,69.9,0,0,723,723
1301010010018 ,6923149024598 ,KQTQK库库韩社·樱花奶酪彩妆盘10G+15G,100,广东快客电子商务有限公司,TC彩妆,局部,组合盘,组合盘,20.8,49.9,0,0,7,7
1301010010018 ,6923149024598 ,KQTQK库库韩社·樱花奶酪彩妆盘10G+15G,116,深圳市盟客供应链科技有限公司,TC彩妆,局部,组合盘,组合盘,20.8,49.9,0,698,140,838
1303010030035 ,6944449243496 ,AIDOFEC爱得菲·柔雾丝滑哑光粉饼01白皙色 8g,100,广东快客电子商务有限公司,TC彩妆,底妆,定妆,粉饼,20.51,49.9,0,0,76,76
1303010030034 ,6944449243502 ,AIDOFEC爱得菲·柔雾丝滑哑光粉饼02自然色 8g,100,广东快客电子商务有限公司,TC彩妆,底妆,定妆,粉饼,20.51,49.9,0,0,76,76
1303010030034 ,6944449243502 ,AIDOFEC爱得菲·柔雾丝滑哑光粉饼02自然色 8g,116,深圳市盟客供应链科技有限公司,TC彩妆,底妆,定妆,粉饼,20.51,49.9,0,4,13,17
1302030010022 ,6957694701284 ,SIVANNA COLORS思薇娜·丝滑口红12#3G,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,亮面口红,20.5,39.9,0,0,12,12
1302030010022 ,6957694701284 ,SIVANNA COLORS思薇娜·丝滑口红12#3G,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,亮面口红,20.5,39.9,0,47,26,73
1305040010029 ,6971053259735 ,Judydoll橘朵·防水速干眼线液笔03 0.5ml,100,广东快客电子商务有限公司,TC彩妆,眼部,眼线,眼线胶笔,20,37.9,0,0,18,18
1302030010111 ,6971479460548 ,NOONSU:RE莫苏·有绯吻唇膏101#柑橘甜茶 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,20,49.9,0,56,0,56
1302030010112 ,6971479460593 ,NOONSU:RE莫苏·有绯吻唇膏102#爱不释手 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,20,49.9,0,44,135,179
1302030010114 ,6971479460555 ,NOONSU:RE莫苏·有绯吻唇膏105#温柔豆沙 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,20,49.9,0,32,30,62
1302030010115 ,6971479460654 ,NOONSU:RE莫苏·有绯吻唇膏205#干枯玫瑰 3.8g,100,广东快客电子商务有限公司,TC彩妆,唇部,口红,哑光口红,20,49.9,0,0,12,12
1302030010115 ,6971479460654 ,NOONSU:RE莫苏·有绯吻唇膏205#干枯玫瑰 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,20,49.9,0,1,24,25
1302030010117 ,6971479460678 ,NOONSU:RE莫苏·有绯吻唇膏207#浮华红绸 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,20,49.9,0,6,0,6
1302030010118 ,6971479460579 ,NOONSU:RE莫苏·有绯吻唇膏208#谜红花火 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,20,49.9,0,2,6,8
1302030010119 ,6971479460623 ,NOONSU:RE莫苏·有绯吻唇膏209#焦糖话梅 3.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,唇部,口红,哑光口红,20,49.9,0,2,24,26
1303020020060 ,6971555165145 ,ZEESEA滋色·丝滑液体腮红01 4ml,100,广东快客电子商务有限公司,TC彩妆,局部,腮红,液体腮红,20,39.9,0,0,52,52
1303020020063 ,6971555165176 ,ZEESEA滋色·丝滑液体腮红04 4ml,100,广东快客电子商务有限公司,TC彩妆,局部,腮红,液体腮红,20,39.9,0,0,37,37
1303010050019 ,6971555162595 ,ZEESEA滋色·多效修颜隔离霜(紫色) 30g,100,广东快客电子商务有限公司,TC彩妆,底妆,妆前,隔离霜,19.84,75.9,0,0,24,24
1305050030047 ,6970379944653 ,HEXZE韩熙贞·一抹成妆十色眼影盘#01蜜桃烟粉8.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,9-16色,19.8,59.9,0,564,0,564
1305050030046 ,6970379945063 ,HEXZE韩熙贞·一抹成妆十色眼影盘#02霓虹幻影8.5g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼影,多色眼影,9-16色,19.8,59.9,0,236,348,584
1303010040032 ,6971555164193 ,ZEESEA滋色·丝柔持妆粉底液MW01 30g,100,广东快客电子商务有限公司,TC彩妆,底妆,粉底,粉底液,19.78,76.9,0,0,10,10
1305040010068 ,6971419430051 ,SO COOL SO ME · 街头涂鸦多功能美妆笔 激烈火焰 0.2g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线胶笔,19.5,29.9,0,0,212,212
1305040010070 ,6971419430075 ,SO COOL SO ME · 街头涂鸦多功能美妆笔 狂野酒红 0.2g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线胶笔,19.5,29.9,0,0,197,197
1305040010073 ,6971419430105 ,SO COOL SO ME · 街头涂鸦多功能美妆笔 耀眼人鱼 0.2g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线胶笔,19.5,29.9,0,0,189,189
1305040010069 ,6971419430068 ,SO COOL SO ME · 街头涂鸦多功能美妆笔 骄傲野火 0.2g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线胶笔,19.5,29.9,0,0,210,210
1305040010071 ,6971419430082 ,SO COOL SO ME · 街头涂鸦多功能美妆笔 高冷潮咖 0.2g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线胶笔,19.5,29.9,0,0,212,212
1305020010103 ,6971419430433 ,SO COOL SO ME · 野生浓密眉笔  2# BR-02坚果栗棕 0.15g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眉笔,扁头眉笔,19.5,39.9,0,1,413,414
1305020010105 ,6971419431331 ,SO COOL SO ME · 野生浓密眉笔 6# BR-06奥利奥棕 0.15g,100,广东快客电子商务有限公司,TC彩妆,眼部,眉笔,扁头眉笔,19.5,39.9,0,6,0,6
1305040020040 ,4713737128157 ,Solone洛蔚琪·快速定妆慕丝眼线眼彩笔 #05浓咖啡1.8g,116,深圳市盟客供应链科技有限公司,TC彩妆,眼部,眼线,眼线液笔,19.5,36.9,0,0,45,45
